,number,title,subtitle,authors,publisher,published_date,category,distribution_expense
814,9789390000000,Data Science Fundamentals and Practical Approaches,,"Nandi Dr. Rupam Dr. Gypsy, Kumar Sharma",BPB Publications,2020-03-09,data science,4.55
815,9789390000000,Data Science for Business Professionals,A Practical Guide for Beginners (English Edition),Probyto Data Science and Consulting Pvt. Ltd.,BPB Publications,2020-06-05,data science,5.6
816,9783320000000,Data Science and Digital Business,,"Fausto Pedro García Márquez, Benjamin Lev",Springer,2019-04-01,data science,4.22
817,9781490000000,Data Science from Scratch,First Principles with Python,Joel Grus,O'Reilly Media,2019-12-04,data science,3.19
818,9783110000000,Data Science for Supply Chain Forecasting,,Nicolas Vandeput,Walter de Gruyter GmbH & Co KG,2021-03-22,data science,6.9
819,9781460000000,Applied Spatial Data Analysis with R,,"Roger S. Bivand, Edzer Pebesma, Virgilio Gómez-Rubio",Springer Science & Business Media,2013-06-21,data science,7.3
820,9781350000000,Data Science and Analytics with Python,,Jesus Rogel-Salazar,CRC Press,2018-05-02,data science,4.55
821,9781120000000,Smarter Data Science,Succeeding with Enterprise-Grade Data and AI Projects,"Neal Fishman, Cole Stryker",John Wiley & Sons,2020-03-06,data science,5.6
822,9789390000000,Data Science with Machine Learning,,Narayanan Vishwanathan,BPB Publications,2019-09-20,data science,4.55
823,9780310000000,Strengthening Data Science Methods for Department of Defense Personnel and Readiness Missions,,"National Academies of Sciences, Engineering, and Medicine, Division on Engineering and Physical Sciences, Board on Mathematical Sciences and Their Applications, Committee on Applied and Theoretical Statistics",National Academies Press,2017-06-02,data science,5.6
824,9781800000000,Ethical Practice of Statistics and Data Science,,Rochelle Tractenberg,Ethics International Press,2022-10-25,data science,4.22
825,9780130000000,Data Science Applied to Sustainability Analysis,,"Jennifer Dunn, Prasanna Balaprakash",Elsevier,2021-11-05,data science,3.19
826,9798570000000,Step Up for Leadership in Enterprise Data Science & Artificial Intelligence with Big Data,Illustrations with R & Python,Shitalkumar R Sukhdeve,Independently Published,2020-11-27,data science,6.9
827,9783030000000,Digital Libraries: The Era of Big Data and Data Science,"16th Italian Research Conference on Digital Libraries, IRCDL 2020, Bari, Italy, January 30–31, 2020, Proceedings","Michelangelo Ceci, Stefano Ferilli, Antonella Poggi",Springer Nature,2020-01-22,data science,7.3
828,9781640000000,Data Science with Python and Dask,,Jesse Daniel,Simon and Schuster,2019-08-07,data science,4.55
829,9781490000000,Designing Data-Intensive Applications,"The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,"""O'Reilly Media, Inc.""",2017-03-16,data science,5.6
830,3030883884,Applied Data Science in Tourism,"Interdisciplinary Approaches, Methodologies, and Applications",Roman Egger,Springer,2022-01-02,data science,4.22
831,9781120000000,Developing Analytic Talent,Becoming a Data Scientist,Vincent Granville,John Wiley & Sons,2014-03-24,data science,3.19
832,1789347998,Machine Learning Algorithms,,Giuseppe Bonaccorso,Packt Publishing,2018-08-30,data science,6.9
833,9783320000000,Recent Developments in Data Science and Business Analytics,Proceedings of the International Conference on Data Science and Business Analytics (ICDSBA- 2017),"Madjid Tavana, Srikanta Patnaik",Springer,2018-03-27,data science,7.3
834,9781630000000,AI for Data Science,"Artificial Intelligence Frameworks and Functionality for Deep Learning, Optimization, and Beyond","Zacharias Voulgaris PhD, Yunus Emrah Bulut",Technics Publications,2018-01-10,data science,4.55
835,1718726694,Data Science from Scratch,Comprehensive Guide with Essential Principles of Data Science (Beginner's Guide),Scott Harvey,Createspace Independent Publishing Platform,2018-09-05,data science,5.6
836,9781490000000,Data Science at the Command Line,Facing the Future with Time-Tested Tools,Jeroen Janssens,"""O'Reilly Media, Inc.""",2014-09-25,data science,4.22
837,9781000000000,Data Analytics and AI,,Jay Liebowitz,CRC Press,2020-06-08,data science,3.19
838,9784430000000,"Data Science, Classification, and Related Methods","Proceedings of the Fifth Conference of the International Federation of Classification Societies (IFCS-96), Kobe, Japan, March 27–30, 1996","Chikio Hayashi, Keiji Yajima, Hans H. Bock, Noboru Ohsumi, Yutaka Tanaka, Yasumasa Baba",Springer Science & Business Media,2013-11-11,data science,6.9
839,9781490000000,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow","Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"""O'Reilly Media, Inc.""",2019-05-09,data science,7.3
840,9781790000000,Big Data Analytics,,Venkat Ankam,Packt Publishing Ltd,2016-09-28,data science,4.55
841,9783030000000,Statistics with Julia,"Fundamentals for Data Science, Machine Learning and Artificial Intelligence","Yoni Nazarathy, Hayden Klok",Springer Nature,2021-04-09,data science,5.6
842,9781110000000,Understanding Machine Learning,From Theory to Algorithms,"Shai Shalev-Shwartz, Shai Ben-David",Cambridge University Press,2014-05-19,data science,4.22
843,9783030000000,Applying Data Science,How to Create Value with Artificial Intelligence,Arthur K. Kordon,Springer Nature,2020-12-09,data science,3.19
844,9781000000000,How to Think about Data Science,,Diego Miranda-Saavedra,CRC Press,2022-12-23,data science,6.9
845,1119741742,Becoming a Data Head,"How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning","Alex J. Gutman, Jordan Goldmeier",Wiley,2021-11-05,data science,7.3
846,9783030000000,Deep Learning in Data Analytics,"Recent Techniques, Practices and Applications","Debi Prasanna Acharjya, Anirban Mitra, Noor Zaman",Springer Nature,2021-11-08,data science,4.55
847,9781490000000,Agile Data Science 2.0,Building Full-Stack Data Analytics Applications with Spark,Russell Jurney,"""O'Reilly Media, Inc.""",2017-07-06,data science,5.6
848,9386551934,Machine Learning with Python,,Abhishek Vijayvargia,BPB Publications,2018-01-03,data science,4.22
849,9781000000000,Data Science and Analytics Strategy,An Emergent Design Approach,"Kailash Awati, Alexander Scriven",CRC Press,2023-05-04,data science,3.19
850,9780820000000,Introduction to Probability,,"Charles Miller Grinstead, James Laurie Snell",American Mathematical Soc.,2012-10-30,data science,6.9
851,9781490000000,Generative Deep Learning,"Teaching Machines to Paint, Write, Compose, and Play",David Foster,"""O'Reilly Media, Inc.""",2019-06-28,data science,7.3
852,9780140000000,The Signal and the Noise,Why So Many Predictions Fail--but Some Don't,Nate Silver,Penguin,2015-03-02,data science,4.55
853,9789810000000,Data Science and Intelligent Applications,Proceedings of ICDSIA 2020,"Ketan Kotecha, Vincenzo Piuri, Hetalkumar N. Shah, Rajan Patel",Springer Nature,2020-06-17,data science,5.6
854,9780130000000,Data Science for COVID-19 Volume 1,Computational Perspectives,"Utku Kose, Deepak Gupta, Victor Hugo Costa de Albuquerque, Ashish Khanna",Academic Press,2021-05-20,data science,4.22
855,9781290000000,Big Data Demystified,"How to use big data, data science and AI to make better business decisions and gain competitive advantage",David Stephenson,Pearson UK,2018-12-02,data science,3.19
856,9783030000000,"Advances in Artificial Intelligence, Computation, and Data Science",For Medicine and Life Science,"Tuan D. Pham, Hong Yan, Muhammad W. Ashraf, Folke Sjöberg",Springer Nature,2021-12-07,data science,6.9
857,9789810000000,Data Science and Security,Proceedings of IDSCS 2021,"Samiksha Shukla, Aynur Unal, Joseph Varghese Kureethara, Durgesh Kumar Mishra, Dong Seog Han",Springer Nature,2021-08-26,data science,7.3
858,3662570416,Process Mining,Data Science in Action,Wil M. P. van der Aalst,Springer,2018-04-22,data science,4.55
859,9781120000000,Data Science with Semantic Technologies,"Theory, Practice and Application","Archana Patel, Narayan C. Debnath, Bharat Bhusan",John Wiley & Sons,2022-10-26,data science,5.6
860,9781490000000,Learning to Love Data Science,"Explorations of Emerging Technologies and Platforms for Predictive Analytics, Machine Learning, Digital Manufacturing and Supply Chain Optimization",Mike Barlow,"""O'Reilly Media, Inc.""",2015-10-27,data science,4.55
861,9781590000000,Mining Social Media,Finding Stories in Internet Data,Lam Thuy Vo,No Starch Press,2019-11-25,data science,5.6
862,9780390000000,Dataclysm,"Love, Sex, Race, and Identity--What Our Online Lives Tell Us about Our Offline Selves",Christian Rudder,Crown,2015-08-09,data science,4.22
863,1484226135,Data Science Using Oracle Data Miner and Oracle R Enterprise,Transform Your Business Systems into an Analytical Powerhouse,Sibanjan Das,Apress,2016-12-23,data science,3.19
864,3030069753,Data Science Thinking,"The Next Scientific, Technological and Economic Revolution",Longbing Cao,Springer,2019-09-21,data science,6.9
865,9788270000000,Approaching (Almost) Any Machine Learning Problem,,Abhishek Thakur,Abhishek Thakur,2020-04-07,data science,7.3
866,9781450000000,R Cookbook,"Proven Recipes for Data Analysis, Statistics, and Graphics",Paul Teetor,"""O'Reilly Media, Inc.""",2011-03-03,data science,4.55
867,9781120000000,Responsible Data Science,,"Peter C. Bruce, Grant Fleming",John Wiley & Sons,2021-04-21,data science,5.6
868,9780750000000,Confident Data Skills,Master the Fundamentals of Working with Data and Supercharge Your Career,Kirill Eremenko,Kogan Page Publishers,2018-03-01,data science,4.22
869,9780390000000,Naked Statistics: Stripping the Dread from the Data,,Charles Wheelan,W. W. Norton & Company,2013-07-01,data science,3.19
870,1032240245,Data Science,"Theory, Analysis and Applications",Taylor & Francis Group,CRC Press,2021-12-13,data science,6.9
871,9781610000000,"Practical Methods for Optimal Control Using Nonlinear Programming, Third Edition",,John T. Betts,SIAM,2020-09-07,data science,7.3
872,9783030000000,Structural Health Monitoring Based on Data Science Techniques,,"Alexandre Cury, Diogo Ribeiro, Filippo Ubertini, Michael D. Todd",Springer Nature,2021-10-23,data science,4.55
873,9781620000000,"Machine Learning with TensorFlow, Second Edition",,Mattmann A. Chris,Manning Publications,2021-02-02,data science,5.6
874,996025545,Big Data Science & Analytics,A Hands-On Approach,"Arshdeep Bahga, Vijay Madisetti",Vpt,2016-04-15,data science,4.22
875,9783030000000,Data Science and Visual Computing,,"Rae Earnshaw, John Dill, David Kasik",Springer Nature,2019-08-30,data science,3.19
876,9811922101,Data Science and Security,Proceedings of IDSCS 2022,"Samiksha Shukla, Xiao-Zhi Gao, Joseph Varghese Kureethara, Durgesh Mishra",Springer,2022-02-07,data science,6.9
877,9781120000000,Data Analytics for Organisational Development,Unleashing the Potential of Your Data,"Uwe H. Kaufmann, Amy B. C. Tan",John Wiley & Sons,2021-07-27,data science,7.3
878,1709892129,Python Data Science,"The Ultimate Crash Course, Tips, and Tricks to Learn Data Analytics, Machine Learning, and Their Application",Steve Eddison,Independently Published,2019-11-20,data science,4.55
879,9781540000000,The Art of Statistics,How to Learn from Data,David Spiegelhalter,Hachette UK,2019-03-09,data science,5.6
880,1802939873,"PYTHON DATA SCIENCE From Beginner to Experts About Techniques of Data Mining, Big Data Analytics and Science, Python Programming and How to Use Them in Business",,Python School,Python School,2021-05-17,data science,4.22
881,9783030000000,Advances in Data Science: Methodologies and Applications,,"Gloria Phillips-Wren, Anna Esposito, Lakhmi C. Jain",Springer Nature,2020-08-26,data science,3.19
882,1484268245,Data Science with Raspberry Pi,Real-Time Applications Using a Localized Cloud,"K. Mohaideen Abdul Kadhar, G. Anand",Apress,2021-06-25,data science,6.9
883,9781460000000,An Introduction to Statistical Learning,with Applications in R,"Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani",Springer Science & Business Media,2013-06-24,data science,7.3
884,9783030000000,Data Science and Internet of Things,Research and Applications at the Intersection of DS and IoT,"Giancarlo Fortino, Antonio Liotta, Raffaele Gravina, Alessandro Longheu",Springer Nature,2021-02-18,data science,4.55
885,9781120000000,SAS for R Users,A Book for Data Scientists,Ajay Ohri,John Wiley & Sons,2019-09-24,data science,5.6
886,3031174828,Data Science and Predictive Analytics,Biomedical and Health Applications using R,Ivo D. Dinov,Springer,2023-01-15,data science,4.22
887,9783030000000,Harnessing the Power of Analytics,,"Leila Halawi, Amal Clarke, Kelly George",Springer Nature,2022-01-31,data science,3.19
888,9789390000000,Data Science and Machine Learning Interview Questions Using R,Crack the Data Scientist and Machine Learning Engineers Interviews with Ease,Vishwanathan Narayanan,BPB Publications,2020-06-23,data science,6.9
889,9781520000000,Handbook of Research on Data Science for Effective Healthcare Practice and Administration,,"Noughabi, Elham Akhond Zadeh, Raahemi, Bijan, Albadvi, Amir",IGI Global,2017-07-20,data science,7.3
890,9780430000000,"Introduction to Probability, Second Edition",,"Joseph K. Blitzstein, Jessica Hwang",CRC Press,2019-08-02,data science,4.55
891,1802350365,Python for Data Analysis & Analytics,"The Ultimate and Definitive Guide to Learn Data Science and Coding With Python. Master The Basics of Machine Learning, to Clean Code and Improve Artificial Intelligence",Hacktech Academy,Hacktech Academy,2021-03-16,data science,5.6
892,9781490000000,Think Bayes,,Allen B. Downey,"""O'Reilly Media, Inc.""",2021-05-18,data science,4.22
893,9783030000000,Data Science for Financial Econometrics,,"Nguyen Ngoc Thach, Vladik Kreinovich, Nguyen Duc Trung",Springer Nature,2020-11-13,data science,3.19
894,9781120000000,Big Data in Practice,How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,Bernard Marr,John Wiley & Sons,2016-02-05,data science,6.9
895,9781570000000,The Handbook of Data Science and AI,Generate Value from Data with Machine Learning and Data Analytics,"Stefan Papp, Wolfgang Weidinger, Katherine Munro, Bernhard Ortner, Annalisa Cadonna, Georg Langs",Carl Hanser Verlag GmbH Co KG,2022-11-04,data science,7.3
896,9781450000000,Think Stats,,Allen B. Downey,"""O'Reilly Media, Inc.""",2011-01-07,data science,4.55
897,1003256325,Data Science for Infectious Disease Data Analytics,An Introduction with R,Lily Wang,CRC Press,2022-08-23,data science,5.6
898,9789810000000,Smart Technologies in Data Science and Communication,Proceedings of SMART-DSC 2021,"Sanjoy Kumar Saha, Paul S. Pang, Debnath Bhattacharyya",Springer Nature,2021-07-06,data science,4.55
899,1667151304,Python Data Science,Deep Learning Guide for Beginners with Data Science. Python Programming and Crush Course,James Bolt,James Bolt,2021-04-19,data science,5.6
900,303039249X,"Data Science: New Issues, Challenges and Applications",,"Gintautas Dzemyda, Jolita Bernatavičienė, Janusz Kacprzyk",Springer,2020-02-14,data science,4.22
901,9781000000000,Data Science in Engineering and Management,"Applications, New Developments, and Future Trends","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev",CRC Press,2021-12-30,data science,3.19
902,9781120000000,Strategies in Biomedical Data Science,Driving Force for Innovation,Jay A. Etchings,John Wiley & Sons,2016-12-27,data science,6.9
903,3319899562,"AI in Marketing, Sales and Service","How Marketers without a Data Science Degree can use AI, Big Data and Bots",Peter Gentsch,Palgrave Macmillan,2018-07-11,data science,7.3
904,9789810000000,Soft Computing in Data Science,"6th International Conference, SCDS 2021, Virtual Event, November 2–3, 2021, Proceedings","Azlinah Mohamed, Bee Wah Yap, Jasni Mohamad Zain, Michael W. Berry",Springer Nature,2021-10-28,data science,4.55
905,9780320000000,Data Science for COVID-19,Volume 2: Societal and Medical Perspectives,"Utku Kose, Deepak Gupta, Victor Hugo Costa de Albuquerque, Ashish Khanna",Academic Press,2021-10-22,data science,5.6
906,9783030000000,"Validity, Reliability, and Significance",Empirical Methods for NLP and Data Science,"Stefan Riezler, Michael Hagmann",Springer Nature,2022-01-06,data science,4.22
907,9781590000000,The Art of R Programming,A Tour of Statistical Software Design,Norman Matloff,No Starch Press,2011-11-10,data science,3.19
908,9781530000000,From Social Science to Data Science,Key Data Collection and Analysis Skills in Python,Bernie Hogan,SAGE,2022-12-31,data science,6.9
909,9781800000000,Handbook of Research on Academic Libraries as Partners in Data Science Ecosystems,,"Mani, Nandita S., Cawley, Michelle A.",IGI Global,2022-06-05,data science,7.3
910,9789390000000,Hands-On Julia Programming,An Authoritative Guide to the Production-Ready Systems in Julia (English Edition),Sambit Kumar Dash,BPB Publications,2021-10-21,data science,4.55
911,9781490000000,Thinking with Data,How to Turn Information into Insights,Max Shron,"""O'Reilly Media, Inc.""",2014-01-20,data science,5.6
912,1484248589,Practical Data Science with Python 3,Synthesizing Actionable Insights from Data,Ervin Varga,Apress,2019-08-09,data science,4.22
913,1654982199,Python for Data Science,Comprehensive Guide of Tips and Tricks Using Python Data Science Theories,Ethan Williams,Independently Published,2020-03-01,data science,3.19
914,9781350000000,Textual Data Science with R,,Mónica Bécue-Bertaut,CRC Press,2019-11-03,data science,6.9
915,1558605762,Joe Celko's SQL for Smarties,Advanced SQL Programming Second Edition,Joe Celko,Morgan Kaufmann,1999-11-10,data science,7.3
916,9781000000000,"Handbook of Computational Social Science, Volume 2","Data Science, Statistical Modelling, and Machine Learning Methods","Uwe Engel, Anabel Quan-Haase, Sunny Xun Liu, Lars Lyberg",Routledge,2021-10-11,data science,4.55
917,9781790000000,Machine Learning: End-to-End guide for Java developers,"Data Analysis, Machine Learning, and Neural Networks simplified","Richard M. Reese, Jennifer L. Reese, Bostjan Kaluza, Dr. Uday Kamath, Krishna Choppella",Packt Publishing Ltd,2017-05-10,data science,5.6
918,9781640000000,Grokking Deep Learning,,Andrew W. Trask,Simon and Schuster,2019-01-23,data science,4.22
919,9781480000000,Text Analytics with Python,A Practical Real-World Approach to Gaining Actionable Insights from your Data,Dipanjan Sarkar,Apress,2016-11-30,data science,3.19
920,9783030000000,Advances and Innovations in Statistics and Data Science,,"Wenqing He, Liqun Wang, Jiahua Chen, Chunfang Devon Lin",Springer Nature,2022-11-28,data science,6.9
921,9798370000000,Data Analytics with Python for Beginners,,"Dr Gurpreet Singh Chhabra , Dr Upasana Sinha, Mr. Prashant Kumar Tamrakar, Mr. Leelkanth Dewangan",INENCE PUBLICATIONS PVT LTD,2022-05-12,data science,7.3
922,1484281209,Productive and Efficient Data Science with Python,"With Modularizing, Memory profiles, and Parallel/GPU Processing",Tirthajyoti Sarkar,Apress,2022-02-07,data science,4.55
923,9783110000000,Mathematical Foundations of Data Science Using R,,"Frank Emmert-Streib, Salissou Moutari, Matthias Dehmer",Walter de Gruyter GmbH & Co KG,2020-08-06,data science,5.6
924,9783030000000,Innovative Systems for Intelligent Health Informatics,"Data Science, Health Informatics, Intelligent Systems, Smart Computing","Faisal Saeed, Fathey Mohammed, Abdulaziz Al-Nahari",Springer Nature,2021-05-05,data science,4.22
925,9798850000000,The Data Science for Businesses Guide,A Practical Guide to Learning Data Science for Beginners,Noah George,Independently Published,2022-08-27,data science,3.19
926,9781640000000,Deep Learning with Python,,Francois Chollet,Simon and Schuster,2017-11-30,data science,6.9
927,9783030000000,Intelligent Systems Design and Applications,"20th International Conference on Intelligent Systems Design and Applications (ISDA 2020) held December 12-15, 2020","Ajith Abraham, Vincenzo Piuri, Niketa Gandhi, Patrick Siarry, Arturas Kaklauskas, Ana Madureira",Springer Nature,2021-02-06,data science,7.3
928,3319170902,Statistical Learning and Data Sciences,"Third International Symposium, SLDS 2015, Egham, UK, April 20-23, 2015, Proceedings","Alexander Gammerman, Vladimir Vovk, Harris Papadopoulos",Springer,2015-03-26,data science,4.55
929,9781490000000,Machine Learning and Data Science Blueprints for Finance,,"Hariom Tatsat, Sahil Puri, Brad Lookabaugh","""O'Reilly Media, Inc.""",2020-01-10,data science,5.6
930,9780260000000,Deep Learning,,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,2016-10-11,data science,4.22
931,9780140000000,Foundations of Deep Reinforcement Learning,Theory and Practice in Python,"Laura Graesser, Wah Loon Keng",Addison-Wesley Professional,2019-11-20,data science,3.19
932,9783030000000,Advances on Intelligent Informatics and Computing,"Health Informatics, Intelligent Systems, Data Science and Smart Computing","Faisal Saeed, Fathey Mohammed, Fuad Ghaleb",Springer Nature,2022-03-29,data science,6.9
933,9783030000000,Supervised and Unsupervised Learning for Data Science,,"Michael W. Berry, Azlinah Mohamed, Bee Wah Yap",Springer Nature,2019-04-09,data science,7.3
934,9783030000000,Leadership in Statistics and Data Science,Planning for Inclusive Excellence,Amanda L. Golbeck,Springer Nature,2021-03-22,data science,4.55
935,9781640000000,Getting Data Science Done,Managing Projects From Ideas to Products,John Hawkins,Business Expert Press,2022-08-26,data science,5.6
936,9780430000000,Robust Quality,Powerful Integration of Data Science and Process Engineering,Rajesh Jugulum,CRC Press,2018-03-09,data science,4.55
937,9811110689,Numsense! Data Science for the Layman,No Math Added,Annalyn Ng,Annalyn Ng & Kenneth Soo,2017-03-24,data science,5.6
938,9780260000000,Machine Learning,A Probabilistic Perspective,Kevin P. Murphy,MIT Press,2012-08-24,data science,4.22
939,9780140000000,Weapons of Math Destruction,How Big Data Increases Inequality and Threatens Democracy,Cathy ONeil,Penguin UK,2016-06-09,data science,3.19
940,9811644853,Data Science and Security,Proceedings of IDSCS 2021,"Samiksha Shukla, Aynur Unal, Joseph Varghese Kureethara, Durgesh Kumar Mishra, Dong Seog Han",Springer,2021-08-27,data science,6.9
941,9781450000000,Beautiful Data,The Stories Behind Elegant Data Solutions,"Toby Segaran, Jeff Hammerbacher","""O'Reilly Media, Inc.""",2009-07-14,data science,7.3
942,9780320000000,Data Science for Genomics,,"Amit Kumar Tyagi, Ajith Abraham",Elsevier,2022-11-15,data science,4.55
943,1801779597,Python for Data Analysis,"How to Use Python and Data Science to Better Understand, Summarize, and Investigate Your Data",Andrew Park,Andrew Park,2021-02-13,data science,5.6
944,9780130000000,Bayesian Methods for Hackers,Probabilistic Programming and Bayesian Inference,Cameron Davidson-Pilon,Addison-Wesley Professional,2015-09-30,data science,4.22
945,9781720000000,Dive Into Data Science,Use Python To Tackle Your Toughest Business Challenges,Bradford Tuckfield,No Starch Press,2023-04-07,data science,3.19
946,9781850000000,Guide to Intelligent Data Analysis,How to Intelligently Make Sense of Real Data,"Michael R. Berthold, Christian Borgelt, Frank Höppner, Frank Klawonn",Springer Science & Business Media,2010-06-23,data science,6.9
947,1098121228,Python Data Science Handbook,Essential Tools for Working with Data,Jake VanderPlas,O'Reilly Media,2023-01-17,data science,7.3
948,9789390000000,Practitioner’s Guide to Data Science,"Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)",Nasir Ali Mirza,BPB Publications,2022-01-17,data science,4.55
949,9783030000000,Visual Analytics for Data Scientists,,"Natalia Andrienko, Gennady Andrienko, Georg Fuchs, Aidan Slingsby, Cagatay Turkay, Stefan Wrobel",Springer Nature,2020-08-30,data science,5.6
950,9781120000000,The Boston Consulting Group on Strategy,Classic Concepts and New Perspectives,"Carl W. Stern, Michael S. Deimler",John Wiley & Sons,2012-06-14,data science,4.22
951,1493938436,Pattern Recognition and Machine Learning,,Christopher M. Bishop,Springer,2016-08-23,data science,3.19
952,9781840000000,Applied Supervised Learning with R,Use machine learning libraries of R to build models that solve business problems and predict future trends,"Karthik Ramasubramanian, Jojo Moolayil",Packt Publishing Ltd,2019-05-31,data science,6.9
953,9783030000000,Machine Learning and Knowledge Discovery in Databases. Applied Data Science Track,"European Conference, ECML PKDD 2021, Bilbao, Spain, September 13–17, 2021, Proceedings, Part IV","Yuxiao Dong, Nicolas Kourtellis, Barbara Hammer, Jose A. Lozano",Springer Nature,2021-09-09,data science,7.3
954,367381893,Statistical Learning and Data Science,,"Mireille Gettler Summa, Leon Bottou, Bernard Goldfarb, Catherine Pardoux, Fionn Murtagh, Myriam Touati",CRC Press,2019-09-23,data science,4.55
955,9781630000000,A Guide to the Project Management Body of Knowledge (PMBOK® Guide) – Seventh Edition and The Standard for Project Management (BRAZILIAN PORTUGUESE),,Project Management Institute Project Management Institute,Project Management Institute,2021-01-08,data science,5.6
956,3030512215,Data Science and Social Research II,"Methods, Technologies and Applications","Paolo Mariani, Mariangela Zenga",Springer,2020-11-26,data science,4.22
957,9781500000000,Introduction to Probability,,"Joseph K. Blitzstein, Jessica Hwang",CRC Press,2014-07-24,data science,3.19
958,9789380000000,Big Data and Hadoop,,VK Jain,KHANNA PUBLISHING,2017-01-01,data science,6.9
959,3031246276,Machine Learning for Data Science Handbook,Data Mining and Knowledge Discovery Handbook,"Lior Rokach, Oded Maimom, Erez Shmueli",Springer,2023-08-17,data science,7.3
960,9811524068,Smart Technologies in Data Science and Communication,Proceedings of SMART-DSC 2019,"Jinan Fiaidhi, Debnath Bhattacharyya, N. Thirupathi Rao",Springer,2020-03-31,data science,4.55
961,9780130000000,"Cognitive Informatics, Computer Modelling, and Cognitive Science","Volume 1: Theory, Case Studies, and Applications","G. R. Sinha, Jasjit S. Suri",Academic Press,2020-07-04,data science,5.6
962,9811624208,Data Science Techniques for Cryptocurrency Blockchains,,Innar Liiv,Springer,2022-06-25,data science,4.22
963,9780010000000,"The Information: A History, a Theory, a Flood",,James Gleick,HarperCollins UK,2011-03-03,data science,3.19
964,9781120000000,Big Data For Dummies,,"Judith S. Hurwitz, Alan Nugent, Fern Halper, Marcia Kaufman",John Wiley & Sons,2013-02-04,data science,6.9
965,9789810000000,Adventures In Financial Data Science: The Empirical Properties Of Financial And Economic Data (Second Edition),,Graham L Giller,World Scientific,2022-06-27,data science,7.3
966,9781450000000,Hands-On Programming with R,Write Your Own Functions and Simulations,Garrett Grolemund,"""O'Reilly Media, Inc.""",2014-06-13,data science,4.55
967,9780130000000,Data Science Applied to Sustainability Analysis,,"Jennifer Dunn, Prasanna Balaprakash",Elsevier,2021-05-17,data science,5.6
968,9783660000000,Data Analytics in Professional Soccer,Performance Analysis Based on Spatiotemporal Tracking Data,Daniel Link,Springer,2018-02-16,data science,4.22
969,9783030000000,Compendium on Enterprise Resource Planning,"Market, Functional and Conceptual View based on SAP S/4HANA",Siar Sarferaz,Springer Nature,2022-01-04,data science,3.19
970,9781540000000,Data Science for Business With R,,"Jeffrey S. Saltz, Jeffrey M. Stanton","SAGE Publications, Incorporated",2021-03-02,data science,6.9
971,9781120000000,Decisively Digital,From Creating a Culture to Designing Strategy,Alexander Loth,John Wiley & Sons,2021-05-28,data science,7.3
972,3030976440,OCaml Scientific Computing,Functional Programming in Data Science and Artificial Intelligence,"Liang Wang, Jianxin Zhao, Richard Mortier",Springer,2022-05-27,data science,4.55
973,9781530000000,Measurement and Data Science,,Gábor Péceli,Cambridge Scholars Publishing,2021-06-01,data science,5.6
974,9780520000000,Combinatorics and Probability,,"Graham Brightwell, Imre Leader, Andrew Thomason, Alex Scott",Cambridge University Press,2007-08-03,data science,4.55
975,192897888,Game Data Science,,"Magy Seif (Professor and Vice Chair of Serious Games El-Nasr, Professor and Vice Chair of Serious Games University of California at Santa Cruz), Professor and Vice Chair of Serious Games Magy Seif El-Nasr, Alessandro (Professor Canossa, Professor The Royal Danish Academy of Fine Arts Schools of Architecture Design and Conservation), Truong-Huy D. (Software Engineer Nguyen","Oxford University Press, USA",2021-10-07,data science,5.6
976,9781800000000,Applied Big Data Analytics and Its Role in COVID-19 Research,,"Zhao, Peng, Chen, Xi",IGI Global,2022-04-29,data science,4.22
977,9781440000000,Privacy in the Age of Big Data,"Recognizing Threats, Defending Your Rights, and Protecting Your Family","Theresa Payton, Ted Claypoole",Rowman & Littlefield,2014-01-16,data science,3.19
978,9811968799,Smart Technologies in Data Science and Communication,Proceedings of SMART-DSC 2022,"Kingsley A. Ogudo, Sanjoy Kumar Saha, Debnath Bhattacharyya",Springer,2023-02-01,data science,6.9
979,1633439658,Causal Inference for Data Science,,Alex Ruiz de Villa,Manning,2023-07-25,data science,7.3
980,367696614,Knowledge Modelling and Big Data Analytics in Healthcare,Advances and Applications,"Mayuri Mehta, Kalpdrum Passi, Indranath Chatterjee, Rajan Patel",CRC Press,2021-11-25,data science,4.55
981,9783830000000,Data Analytics,Models and Algorithms for Intelligent Data Analysis,Thomas A. Runkler,Springer Science & Business Media,2012-09-26,data science,5.6
982,9780740000000,Windows Internals,,"Mark E. Russinovich, David A. Solomon, Alex Ionescu",Pearson Education,2012-03-15,data science,4.22
983,9783320000000,"Theory and Application of Reuse, Integration, and Data Science",,"Thouraya Bouabana-Tebibel, Lydia Bouzar-Benlabiod, Stuart H. Rubin",Springer,2019-07-05,data science,3.19
984,9783030000000,Mathematical Foundations for Data Analysis,,Jeff M. Phillips,Springer Nature,2021-03-29,data science,6.9
